15	0.0000008188
15.01	0.0000007818
15.02	0.0000007459
15.03	0.0000007109
15.04	0.0000006770
15.05	0.0000006441
15.06	0.0000006121
15.07	0.0000005811
15.08	0.0000005511
15.09	0.0000005220
15.1	0.0000004939
15.11	0.0000004667
15.12	0.0000004404
15.13	0.0000004150
15.14	0.0000003906
15.15	0.0000003670
15.16	0.0000003444
15.17	0.0000003226
15.18	0.0000003016
15.19	0.0000002816
15.2	0.0000002624
15.21	0.0000002440
15.22	0.0000002265
15.23	0.0000002098
15.24	0.0000001939
15.25	0.0000001788
15.26	0.0000001646
15.27	0.0000001510
15.28	0.0000001383
15.29	0.0000001263
15.3	0.0000001151
15.31	0.0000001046
15.32	0.0000000949
15.33	0.0000000858
15.34	0.0000000774
15.35	0.0000000696
15.36	0.0000000625
15.37	0.0000000561
15.38	0.0000000503
15.39	0.0000000451
15.4	0.0000000405
15.41	0.0000000365
15.42	0.0000000329
15.43	0.0000000299
15.44	0.0000000274
15.45	0.0000000254
15.46	0.0000000238
15.47	0.0000000226
15.48	0.0000000218
15.49	0.0000000215
15.5	0.0000000215
15.51	0.0000000218
15.52	0.0000000223
15.53	0.0000000231
15.54	0.0000000242
15.55	0.0000000256
15.56	0.0000000272
15.57	0.0000000289
15.58	0.0000000307
15.59	0.0000000328
15.6	0.0000000350
15.61	0.0000000373
15.62	0.0000000397
15.63	0.0000000422
15.64	0.0000000447
15.65	0.0000000472
15.66	0.0000000498
15.67	0.0000000524
15.68	0.0000000549
15.69	0.0000000575
15.7	0.0000000599
15.71	0.0000000623
15.72	0.0000000646
15.73	0.0000000666
15.74	0.0000000686
15.75	0.0000000703
15.76	0.0000000719
15.77	0.0000000733
15.78	0.0000000744
15.79	0.0000000751
15.8	0.0000000756
15.81	0.0000000757
15.82	0.0000000755
15.83	0.0000000749
15.84	0.0000000740
15.85	0.0000000726
15.86	0.0000000708
15.87	0.0000000686
15.88	0.0000000659
15.89	0.0000000629
15.9	0.0000000593
15.91	0.0000000553
15.92	0.0000000509
15.93	0.0000000460
15.94	0.0000000406
15.95	0.0000000347
15.96	0.0000000283
15.97	0.0000000214
15.98	0.0000000139
15.99	0.0000000058
16	-0.0000000029
16.01	-0.0000000123
16.02	-0.0000000225
16.03	-0.0000000336
16.04	-0.0000000456
16.05	-0.0000000587
16.06	-0.0000000729
16.07	-0.0000000882
16.08	-0.0000001049
16.09	-0.0000001229
16.1	-0.0000001422
16.11	-0.0000001632
16.12	-0.0000001857
16.13	-0.0000002101
16.14	-0.0000002365
16.15	-0.0000002652
16.16	-0.0000002967
16.17	-0.0000003314
16.18	-0.0000003697
16.19	-0.0000004123
16.2	-0.0000004600
16.21	-0.0000005137
16.22	-0.0000005745
16.23	-0.0000006435
16.24	-0.0000007217
16.25	-0.0000008098
16.26	-0.0000009077
16.27	-0.0000010149
16.28	-0.0000011301
16.29	-0.0000012512
16.3	-0.0000013762
16.31	-0.0000015030
16.32	-0.0000016296
16.33	-0.0000017549
16.34	-0.0000018772
16.35	-0.0000019961
16.36	-0.0000021104
16.37	-0.0000022193
16.38	-0.0000023223
16.39	-0.0000024179
16.4	-0.0000025053
16.41	-0.0000025842
16.42	-0.0000026535
16.43	-0.0000027136
16.44	-0.0000027639
16.45	-0.0000028050
16.46	-0.0000028370
16.47	-0.0000028594
16.48	-0.0000028723
16.49	-0.0000028763
16.5	-0.0000028717
16.51	-0.0000028594
16.52	-0.0000028403
16.53	-0.0000028150
16.54	-0.0000027841
16.55	-0.0000027483
16.56	-0.0000027082
16.57	-0.0000026647
16.58	-0.0000026180
16.59	-0.0000025689
16.6	-0.0000025180
16.61	-0.0000024658
16.62	-0.0000024129
16.63	-0.0000023600
16.64	-0.0000023076
16.65	-0.0000022560
16.66	-0.0000022055
16.67	-0.0000021565
16.68	-0.0000021094
16.69	-0.0000020643
16.7	-0.0000020214
16.71	-0.0000019810
16.72	-0.0000019430
16.73	-0.0000019076
16.74	-0.0000018748
16.75	-0.0000018445
16.76	-0.0000018170
16.77	-0.0000017921
16.78	-0.0000017698
16.79	-0.0000017501
16.8	-0.0000017329
16.81	-0.0000017180
16.82	-0.0000017055
16.83	-0.0000016953
16.84	-0.0000016872
16.85	-0.0000016813
16.86	-0.0000016772
16.87	-0.0000016751
16.88	-0.0000016747
16.89	-0.0000016760
16.9	-0.0000016789
16.91	-0.0000016833
16.92	-0.0000016891
16.93	-0.0000016961
16.94	-0.0000017044
16.95	-0.0000017138
16.96	-0.0000017242
16.97	-0.0000017356
16.98	-0.0000017480
16.99	-0.0000017612
17	-0.0000017754
17.01	-0.0000017904
17.02	-0.0000018063
17.03	-0.0000018231
17.04	-0.0000018409
17.05	-0.0000018596
17.06	-0.0000018794
17.07	-0.0000019003
17.08	-0.0000019223
17.09	-0.0000019455
17.1	-0.0000019700
17.11	-0.0000019959
17.12	-0.0000020231
17.13	-0.0000020517
17.14	-0.0000020815
17.15	-0.0000021123
17.16	-0.0000021438
17.17	-0.0000021757
17.18	-0.0000022070
17.19	-0.0000022377
17.2	-0.0000022679
17.21	-0.0000022976
17.22	-0.0000023270
17.23	-0.0000023561
17.24	-0.0000023849
17.25	-0.0000024133
17.26	-0.0000024410
17.27	-0.0000024679
17.28	-0.0000024937
17.29	-0.0000025181
17.3	-0.0000025407
17.31	-0.0000025611
17.32	-0.0000025789
17.33	-0.0000025937
17.34	-0.0000026055
17.35	-0.0000026140
17.36	-0.0000026192
17.37	-0.0000026210
17.38	-0.0000026195
17.39	-0.0000026147
17.4	-0.0000026069
17.41	-0.0000025963
17.42	-0.0000025833
17.43	-0.0000025681
17.44	-0.0000025511
17.45	-0.0000025326
17.46	-0.0000025131
17.47	-0.0000024929
17.48	-0.0000024723
17.49	-0.0000024515
17.5	-0.0000024310
17.51	-0.0000024109
17.52	-0.0000023915
17.53	-0.0000023729
17.54	-0.0000023553
17.55	-0.0000023386
17.56	-0.0000023232
17.57	-0.0000023089
17.58	-0.0000022959
17.59	-0.0000022842
17.6	-0.0000022738
17.61	-0.0000022649
17.62	-0.0000022572
17.63	-0.0000022508
17.64	-0.0000022458
17.65	-0.0000022420
17.66	-0.0000022395
17.67	-0.0000022381
17.68	-0.0000022379
17.69	-0.0000022388
17.7	-0.0000022408
17.71	-0.0000022438
17.72	-0.0000022477
17.73	-0.0000022526
17.74	-0.0000022583
17.75	-0.0000022649
17.76	-0.0000022723
17.77	-0.0000022804
17.78	-0.0000022891
17.79	-0.0000022986
17.8	-0.0000023086
17.81	-0.0000023191
17.82	-0.0000023300
17.83	-0.0000023413
17.84	-0.0000023529
17.85	-0.0000023647
17.86	-0.0000023766
17.87	-0.0000023884
17.88	-0.0000024002
17.89	-0.0000024117
17.9	-0.0000024230
17.91	-0.0000024339
17.92	-0.0000024443
17.93	-0.0000024542
17.94	-0.0000024634
17.95	-0.0000024718
17.96	-0.0000024795
17.97	-0.0000024863
17.98	-0.0000024922
17.99	-0.0000024971
18	-0.0000025010
18.01	-0.0000025038
18.02	-0.0000025054
18.03	-0.0000025059
18.04	-0.0000025052
18.05	-0.0000025033
18.06	-0.0000025000
18.07	-0.0000024954
18.08	-0.0000024895
18.09	-0.0000024823
18.1	-0.0000024736
18.11	-0.0000024634
18.12	-0.0000024518
18.13	-0.0000024387
18.14	-0.0000024240
18.15	-0.0000024077
18.16	-0.0000023898
18.17	-0.0000023702
18.18	-0.0000023490
18.19	-0.0000023262
18.2	-0.0000023016
18.21	-0.0000022753
18.22	-0.0000022474
18.23	-0.0000022180
18.24	-0.0000021870
18.25	-0.0000021545
18.26	-0.0000021206
18.27	-0.0000020853
18.28	-0.0000020488
18.29	-0.0000020111
18.3	-0.0000019723
18.31	-0.0000019326
18.32	-0.0000018920
18.33	-0.0000018507
18.34	-0.0000018087
18.35	-0.0000017663
18.36	-0.0000017234
18.37	-0.0000016803
18.38	-0.0000016369
18.39	-0.0000015935
18.4	-0.0000015500
18.41	-0.0000015067
18.42	-0.0000014635
18.43	-0.0000014205
18.44	-0.0000013777
18.45	-0.0000013354
18.46	-0.0000012933
18.47	-0.0000012517
18.48	-0.0000012106
18.49	-0.0000011698
18.5	-0.0000011296
18.51	-0.0000010898
18.52	-0.0000010504
18.53	-0.0000010116
18.54	-0.0000009732
18.55	-0.0000009353
18.56	-0.0000008979
18.57	-0.0000008610
18.58	-0.0000008245
18.59	-0.0000007885
18.6	-0.0000007530
18.61	-0.0000007180
18.62	-0.0000006834
18.63	-0.0000006493
18.64	-0.0000006156
18.65	-0.0000005825
18.66	-0.0000005499
18.67	-0.0000005178
18.68	-0.0000004861
18.69	-0.0000004550
18.7	-0.0000004244
18.71	-0.0000003945
18.72	-0.0000003651
18.73	-0.0000003363
18.74	-0.0000003081
18.75	-0.0000002806
18.76	-0.0000002538
18.77	-0.0000002276
18.78	-0.0000002022
18.79	-0.0000001775
18.8	-0.0000001536
18.81	-0.0000001305
18.82	-0.0000001081
18.83	-0.0000000866
18.84	-0.0000000659
18.85	-0.0000000461
18.86	-0.0000000271
18.87	-0.0000000090
18.88	0.0000000083
18.89	0.0000000247
18.9	0.0000000403
18.91	0.0000000551
18.92	0.0000000689
18.93	0.0000000820
18.94	0.0000000941
18.95	0.0000001056
18.96	0.0000001162
18.97	0.0000001262
18.98	0.0000001353
18.99	0.0000001437
19	0.0000001514
19.01	0.0000001585
19.02	0.0000001649
19.03	0.0000001707
19.04	0.0000001759
19.05	0.0000001804
19.06	0.0000001844
19.07	0.0000001879
19.08	0.0000001908
19.09	0.0000001932
19.1	0.0000001951
19.11	0.0000001965
19.12	0.0000001974
19.13	0.0000001979
19.14	0.0000001979
19.15	0.0000001975
19.16	0.0000001966
