0.01,-0.001341049
0.02,-0.000929139
0.03,-0.001212087
0.04,-0.001286531
0.05,-0.001312006
0.06,-0.001320309
0.07,-0.001319692
0.08,-0.00131386
0.09,-0.001304815
0.1,-0.001293749
0.11,-0.001281412
0.12,-0.001268291
0.13,-0.001254707
0.14,-0.001240874
0.15,-0.001226933
0.16,-0.001212976
0.17,-0.001199064
0.18,-0.001185233
0.19,-0.001171505
0.2,-0.00115789
0.21,-0.001144391
0.22,-0.001131006
0.23,-0.001117732
0.24,-0.001104559
0.25,-0.001091482
0.26,-0.001078489
0.27,-0.001065573
0.28,-0.001052723
0.29,-0.001039932
0.3,-0.00102719
0.31,-0.00101449
0.32,-0.001001824
0.33,-0.0009891844
0.34,-0.0009765655
0.35,-0.0009639609
0.36,-0.0009513652
0.37,-0.0009387734
0.38,-0.0009261811
0.39,-0.0009135842
0.4,-0.0009009792
0.41,-0.0008883628
0.42,-0.0008757323
0.43,-0.0008630853
0.44,-0.0008504198
0.45,-0.0008377339
0.46,-0.0008250263
0.47,-0.0008122958
0.48,-0.0007995416
0.49,-0.0007867632
0.5,-0.00077396
0.51,-0.000761132
0.52,-0.0007482794
0.53,-0.0007354022
0.54,-0.0007225011
0.55,-0.0007095767
0.56,-0.0006966297
0.57,-0.0006836612
0.58,-0.0006706723
0.59,-0.0006576641
0.6,-0.0006446382
0.61,-0.0006315959
0.62,-0.000618539
0.63,-0.000605469
0.64,-0.0005923879
0.65,-0.0005792975
0.66,-0.0005661999
0.67,-0.0005530971
0.68,-0.0005399912
0.69,-0.0005268845
0.7,-0.0005137792
0.71,-0.0005006777
0.72,-0.0004875824
0.73,-0.0004744957
0.74,-0.00046142
0.75,-0.0004483578
0.76,-0.0004353118
0.77,-0.0004222843
0.78,-0.000409278
0.79,-0.0003962954
0.8,-0.0003833392
0.81,-0.0003704118
0.82,-0.0003575158
0.83,-0.0003446538
0.84,-0.0003318283
0.85,-0.0003190417
0.86,-0.0003062965
0.87,-0.0002935949
0.88,-0.0002809394
0.89,-0.0002683322
0.9,-0.0002557753
0.91,-0.0002432708
0.92,-0.0002308206
0.93,-0.0002184265
0.94,-0.0002060901
0.95,-0.0001938128
0.96,-0.0001815958
0.97,-0.0001694401
0.98,-0.0001573465
0.99,-0.0001453153
1,-0.0001333465
1.01,-0.00012144
1.02,-0.0001095947
1.03,-9.780923E-05
1.04,-8.608153E-05
1.05,-7.440861E-05
1.06,-6.278647E-05
1.07,-5.120975E-05
1.08,-3.967132E-05
1.09,-2.816159E-05
1.1,-1.666745E-05
1.11,-5.170589E-06
1.12,6.350993E-06
1.13,1.813906E-05
1.14,2.980242E-05
1.15,4.121797E-05
1.16,5.23711E-05
1.17,6.327387E-05
1.18,7.394233E-05
1.19,8.439219E-05
1.2,9.463802E-05
1.21,0.0001046933
1.22,0.0001145706
1.23,0.0001242819
1.24,0.0001338384
1.25,0.0001432512
1.26,0.0001525311
1.27,0.0001616886
1.28,0.0001707341
1.29,0.0001796779
1.3,0.0001885304
1.31,0.0001973016
1.32,0.0002060017
1.33,0.0002146407
1.34,0.0002232284
1.35,0.0002317747
1.36,0.0002402891
1.37,0.0002487809
1.38,0.0002572594
1.39,0.0002657333
1.4,0.0002742113
1.41,0.0002827014
1.42,0.0002912116
1.43,0.0002997491
1.44,0.000308321
1.45,0.0003169338
1.46,0.0003255934
1.47,0.0003343056
1.48,0.0003430752
1.49,0.0003519071
1.5,0.0003608053
1.51,0.0003697736
1.52,0.0003788151
1.53,0.0003879326
1.54,0.0003971287
1.55,0.0004064053
1.56,0.0004157641
1.57,0.0004252063
1.58,0.0004347329
1.59,0.0004443446
1.6,0.0004540416
1.61,0.0004638243
1.62,0.0004736922
1.63,0.0004836452
1.64,0.0004936825
1.65,0.0005038035
1.66,0.0005140071
1.67,0.0005242922
1.68,0.0005346576
1.69,0.0005451017
1.7,0.0005556232
1.71,0.0005662203
1.72,0.0005768913
1.73,0.0005876344
1.74,0.0005984475
1.75,0.0006093288
1.76,0.0006202761
1.77,0.0006312872
1.78,0.00064236
1.79,0.0006534923
1.8,0.0006646817
1.81,0.0006759258
1.82,0.0006872224
1.83,0.0006985689
1.84,0.0007099629
1.85,0.0007214021
1.86,0.0007328837
1.87,0.0007444054
1.88,0.0007559646
1.89,0.0007675587
1.9,0.0007791851
1.91,0.0007908413
1.92,0.0008025246
1.93,0.0008142323
1.94,0.000825962
1.95,0.0008377109
1.96,0.0008494763
1.97,0.0008612557
1.98,0.0008730463
1.99,0.0008848454
2,0.0008966505
2.01,0.0009084588
2.02,0.0009202677
2.03,0.0009320743
2.04,0.0009438762
2.05,0.0009556705
2.06,0.0009674546
2.07,0.0009792259
2.08,0.0009909815
2.09,0.001002719
2.1,0.001014435
2.11,0.001026128
2.12,0.001037795
2.13,0.001049432
2.14,0.001061038
2.15,0.00107261
2.16,0.001084144
2.17,0.001095639
2.18,0.001107092
2.19,0.001118499
2.2,0.001129859
2.21,0.001141169
2.22,0.001152426
2.23,0.001163628
2.24,0.001174772
2.25,0.001185855
2.26,0.001196875
2.27,0.001207829
2.28,0.001218714
2.29,0.001229529
2.3,0.00124027
2.31,0.001250935
2.32,0.001261522
2.33,0.001272028
2.34,0.00128245
2.35,0.001292786
2.36,0.001303034
2.37,0.001313191
2.38,0.001323255
2.39,0.001333222
2.4,0.001343092
2.41,0.001352861
2.42,0.001362527
2.43,0.001372088
2.44,0.001381541
2.45,0.001390884
2.46,0.001400116
2.47,0.001409232
2.48,0.001418232
2.49,0.001427113
2.5,0.001435872
2.51,0.001444509
2.52,0.001453019
2.53,0.001461402
2.54,0.001469655
2.55,0.001477776
2.56,0.001485763
2.57,0.001493614
2.58,0.001501327
2.59,0.001508899
2.6,0.001516329
2.61,0.001523616
2.62,0.001530756
2.63,0.001537748
2.64,0.001544591
2.65,0.001551282
2.66,0.001557819
2.67,0.001564201
2.68,0.001570426
2.69,0.001576492
2.7,0.001582398
2.71,0.001588141
2.72,0.001593721
2.73,0.001599135
2.74,0.001604382
2.75,0.00160946
2.76,0.001614369
2.77,0.001619106
2.78,0.001623669
2.79,0.001628059
2.8,0.001632272
2.81,0.001636308
2.82,0.001640166
2.83,0.001643844
2.84,0.00164734
2.85,0.001650655
2.86,0.001653786
2.87,0.001656732
2.88,0.001659492
2.89,0.001662066
2.9,0.001664452
2.91,0.001666649
2.92,0.001668656
2.93,0.001670472
2.94,0.001672097
2.95,0.001673529
2.96,0.001674768
2.97,0.001675813
2.98,0.001676663
2.99,0.001677317
3,0.001677776
3.01,0.001678037
3.02,0.001678102
3.03,0.001677968
3.04,0.001677636
3.05,0.001677105
3.06,0.001676375
3.07,0.001675446
3.08,0.001674316
3.09,0.001672986
3.1,0.001671456
3.11,0.001669725
3.12,0.001667794
3.13,0.001665661
3.14,0.001663328
3.15,0.001660793
3.16,0.001658057
3.17,0.001655121
3.18,0.001651983
3.19,0.001648645
3.2,0.001645106
3.21,0.001641367
3.22,0.001637427
3.23,0.001633288
3.24,0.00162895
3.25,0.001624413
3.26,0.001619677
3.27,0.001614743
3.28,0.001609611
3.29,0.001604282
3.3,0.001598758
3.31,0.001593037
3.32,0.001587122
3.33,0.001581012
3.34,0.001574709
3.35,0.001568213
3.36,0.001561526
3.37,0.001554647
3.38,0.001547579
3.39,0.001540323
3.4,0.001532878
3.41,0.001525247
3.42,0.001517431
3.43,0.00150943
3.44,0.001501246
3.45,0.001492881
3.46,0.001484335
3.47,0.00147561
3.48,0.001466707
3.49,0.001457628
3.5,0.001448375
3.51,0.001438948
3.52,0.001429349
3.53,0.001419581
3.54,0.001409644
3.55,0.00139954
3.56,0.001389271
3.57,0.00137884
3.58,0.001368246
3.59,0.001357493
3.6,0.001346582
3.61,0.001335515
3.62,0.001324294
3.63,0.001312921
3.64,0.001301398
3.65,0.001289727
3.66,0.001277909
3.67,0.001265948
3.68,0.001253844
3.69,0.0012416
3.7,0.001229219
3.71,0.001216701
3.72,0.001204051
3.73,0.001191268
3.74,0.001178356
3.75,0.001165318
3.76,0.001152154
3.77,0.001138868
3.78,0.001125461
3.79,0.001111936
3.8,0.001098295
3.81,0.001084541
3.82,0.001070675
3.83,0.001056701
3.84,0.00104262
3.85,0.001028434
3.86,0.001014147
3.87,0.0009997606
3.88,0.0009852769
3.89,0.0009706986
3.9,0.0009560281
3.91,0.0009412679
3.92,0.0009264204
3.93,0.000911488
3.94,0.0008964732
3.95,0.0008813786
3.96,0.0008662066
3.97,0.0008509597
3.98,0.0008356404
3.99,0.0008202513
4,0.0008047947
4.01,0.0007892734
4.02,0.0007736897
4.03,0.0007580462
4.04,0.0007423453
4.05,0.0007265896
4.06,0.0007107815
4.07,0.0006949235
4.08,0.0006790181
4.09,0.0006630677
4.1,0.0006470746
4.11,0.0006310412
4.12,0.00061497
4.13,0.0005988631
4.14,0.0005827229
4.15,0.0005665515
4.16,0.0005503511
4.17,0.0005341239
4.18,0.0005178717
4.19,0.0005015966
4.2,0.0004853005
4.21,0.0004689851
4.22,0.0004526521
4.23,0.0004363031
4.24,0.0004199394
4.25,0.0004035625
4.26,0.0003871734
4.27,0.0003707731
4.28,0.0003543624
4.29,0.000337942
4.3,0.0003215122
4.31,0.000305073
4.32,0.0002886243
4.33,0.0002721657
4.34,0.0002556962
4.35,0.0002392147
4.36,0.0002227192
4.37,0.0002062078
4.38,0.0001896773
4.39,0.0001731243
4.4,0.0001565444
4.41,0.000139932
4.42,0.0001232805
4.43,0.0001065818
4.44,8.982567E-05
4.45,7.299967E-05
4.46,5.608798E-05
4.47,3.907031E-05
4.48,2.192004E-05
4.49,4.601884E-06
4.5,-1.291417E-05
4.51,-3.104689E-05
4.52,-4.919865E-05
4.53,-6.714824E-05
4.54,-8.48041E-05
4.55,-0.0001021406
4.56,-0.0001191574
4.57,-0.0001358646
4.58,-0.0001522766
4.59,-0.0001684089
4.6,-0.0001842772
4.61,-0.0001998966
4.62,-0.0002152816
4.63,-0.0002304459
4.64,-0.0002454025
4.65,-0.0002601637
4.66,-0.0002747412
4.67,-0.0002891461
4.68,-0.000303389
4.69,-0.0003174804
4.7,-0.00033143
4.71,-0.0003452474
4.72,-0.0003589419
4.73,-0.0003725225
4.74,-0.0003859979
4.75,-0.0003993768
4.76,-0.0004126674
4.77,-0.0004258779
4.78,-0.0004390164
4.79,-0.0004520905
4.8,-0.000465108
4.81,-0.0004780762
4.82,-0.0004910023
4.83,-0.0005038934
4.84,-0.0005167564
4.85,-0.0005295978
4.86,-0.000542424
4.87,-0.0005552412
4.88,-0.0005680553
4.89,-0.0005808719
4.9,-0.0005936964
4.91,-0.000606534
4.92,-0.0006193895
4.93,-0.0006322673
4.94,-0.0006451719
4.95,-0.0006581072
4.96,-0.0006710768
4.97,-0.0006840841
4.98,-0.0006971323
4.99,-0.0007102241
5,-0.0007233621
5.01,-0.0007365484
5.02,-0.0007497852
5.03,-0.000763074
5.04,-0.0007764164
5.05,-0.0007898135
5.06,-0.0008032664
5.07,-0.0008167756
5.08,-0.0008303418
5.09,-0.0008439652
